Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
31,163185,92117,163185,92117,0,0,0,0,0,0,0,0,0,0
32,241645,132130,241645,132130,0,0,0,0,0,0,0,0,0,0
33,346229,188481,346229,188481,0,0,0,0,0,0,0,0,0,0
34,491092,267976,491092,267976,0,0,0,0,0,0,0,0,0,0
35,708351,383677,708351,383677,0,0,0,0,0,0,0,0,0,0
36,946923,531864,946923,531864,0,0,0,0,0,0,0,0,0,0
37,1329481,745868,1329481,745868,0,0,0,0,0,0,0,0,0,0
38,1841065,1039950,1841065,1039950,0,0,0,0,0,0,0,0,0,0
39,2399277,1409636,2399277,1409636,0,0,0,0,0,0,0,0,0,0
40,3449201,1972026,3449201,1972026,0,0,0,0,0,0,0,0,0,0
41,5074464,2809492,5074464,2809492,0,0,0,0,0,0,0,0,0,0
42,6588683,3822355,6588683,3822355,0,0,0,0,0,0,0,0,0,0
43,8997505,5248146,8997505,5248146,0,0,0,0,0,0,0,0,0,0
44,11984676,7119627,11984676,7119627,0,0,0,0,0,0,0,0,0,0
45,17171644,9914453,17171644,9914453,0,0,0,0,0,0,0,0,0,0
46,24603533,13918881,24603531,13918881,0,0,0,0,0,0,2,0,0,0
47,34307167,19420231,34307162,19420230,0,0,0,0,0,0,5,1,0,0
48,46520522,26761965,46520512,26761963,0,0,0,0,0,0,10,2,0,0
49,67101207,37722199,67101186,37722195,0,0,0,0,0,0,19,4,2,0
50,95498444,53209158,95498407,53209149,0,0,0,0,0,0,33,8,4,1
51,120328068,71353863,120327992,71353846,0,0,0,0,0,0,67,15,9,2
52,157966746,95804528,157966585,95804494,0,0,0,0,0,0,146,31,15,3
53,202829333,126766016,202829094,126765944,0,0,0,0,0,0,207,65,32,7
54,259459314,166277172,259458974,166277051,0,0,0,0,2,0,272,107,66,14
55,351826810,221801460,351826365,221801271,2,0,0,0,4,1,347,159,92,29
56,492276047,300892121,492275444,300891837,4,1,0,0,8,2,471,233,120,48
57,443048755,350119801,443047899,350119381,7,1,2,0,18,4,673,343,156,72
58,398744373,394424797,398743107,394424171,14,3,3,1,36,8,999,508,214,106
59,358870580,434299387,358868794,434298482,27,6,7,1,74,16,1373,727,305,155
60,322984570,470186691,322981913,470185361,57,12,12,3,138,31,2009,1057,441,227
61,290687492,502485492,290683720,502483553,74,24,23,5,177,58,2869,1523,629,329
62,261620395,531554649,261615346,531551925,100,39,54,11,256,100,3808,2116,831,458
63,235461225,557717397,235453811,557713459,130,59,112,24,352,156,5677,3059,1143,640
64,211918441,581264353,211908430,581258840,171,86,157,49,511,239,7726,4281,1446,858
65,13580,579007656,0,579000000,250,126,199,79,757,365,10552,5953,1822,1133
66,19120,579010738,0,579000000,360,185,264,120,957,509,15119,8414,2420,1510
67,25109,579014625,0,579000000,525,271,379,182,1275,708,19775,11468,3155,1996
68,34110,579020014,0,579000000,697,380,489,256,1766,990,26910,15724,4248,2664
69,46955,579027488,0,579000000,902,518,696,369,2549,1406,37007,21612,5801,3583
70,61074,579036887,0,579000000,1263,721,951,520,3297,1912,47695,28909,7868,4825
71,83488,579050125,0,579000000,1876,1032,1221,706,4899,2725,64446,39059,11046,6603
72,117390,579069036,0,579000000,2607,1449,1778,998,6643,3773,90482,53624,15880,9192
73,164901,579095587,0,579000000,3298,1948,2250,1338,9677,5362,129209,74616,20467,12323
74,228234,579132032,0,579000000,4678,2705,3073,1825,13308,7479,178930,103197,28245,16826
75,293413,579176856,0,579000000,5984,3616,4167,2483,18110,10343,226310,137408,38842,23006
76,392585,579238325,0,579000000,7971,4861,6110,3489,25166,14371,302532,184752,50806,30852
77,569653,579331665,0,579000000,10580,6509,7729,4658,37387,20572,447990,258933,65967,40993
78,751804,579448409,0,579000000,15362,9027,11223,6497,47646,27810,588122,349965,89451,55110
79,1012626,579607589,0,579000000,22306,12683,14249,8656,64151,37892,797494,475823,114426,72535
80,1404029,579832018,0,579000000,28855,17109,20074,11894,82986,50619,1115853,655099,156261,97297
81,1893635,580129923,0,579000000,42036,24011,27318,16214,123285,71067,1475605,884519,225391,134112
82,2553092,580531492,0,579000000,60230,33814,34552,21437,177826,100113,1986755,1196757,293729,179371
83,3719316,581142184,0,579000000,83984,47281,44863,28334,230036,135394,2970596,1691061,389837,240114
84,4954788,581915966,0,579000000,107433,63641,63202,38526,321867,187106,3971092,2312510,491194,314183
85,7074704,583065294,0,579000000,157024,89468,90557,53265,433361,255213,5708842,3243334,684920,424014
86,9642333,584591540,0,579000000,222724,125521,126273,73514,554356,339632,7741190,4465026,997790,587847
87,12784248,586582309,0,579000000,304152,173718,188803,104930,751707,458264,10162636,6038036,1376950,807361
88,17453022,589347534,0,579000000,443090,246472,280487,151452,976017,608305,13780535,8212840,1972893,1128465
89,24581645,593311316,0,579000000,592324,339166,396498,215515,1295370,810145,19480163,11360314,2817290,1586176
90,31975432,598232471,0,579000000,754857,453840,499588,290850,1744087,1084246,25386547,15271931,3590353,2131604
91,41761559,604675932,0,579000000,1121416,639837,679841,398361,2323124,1447016,32596325,20247694,5040853,2943024
92,54223919,613011716,0,579000000,1472197,867709,856601,527531,3194760,1955315,42010141,26675689,6690220,3985472
93,76612792,625386924,0,579000000,1883236,1154493,1272569,738598,4178748,2600657,59788832,36371630,9489407,5521546
94,108308568,642887466,0,579000000,2508472,1546206,1603437,980386,5485863,3449779,86526397,50529625,12184399,7381470
95,147562040,666239406,0,579000000,3425572,2089040,2328191,1362004,8097135,4788330,115668485,68630947,18042657,10369085
96,199631007,697701902,0,579000000,4842392,2871441,3078800,1840680,11407245,6627999,164064179,95188431,16238391,12173351
97,263296206,738572079,0,579000000,7240345,4076229,4529531,2588213,16015772,9206036,220896008,129904411,14614550,13797190
98,363025992,796416552,1,579000000,10269703,5738612,6011593,3524920,21333009,12537317,312258593,180357058,13153093,15258645
99,481600031,871438311,2,579000000,14221484,8010270,8469132,4890754,29644349,17281778,417427282,245681555,11837782,16573954
100,671383220,979084112,1,579000000,19216068,11036602,11524795,6713311,39913153,23554522,590075201,341021945,10654002,17757732
101,934482609,1128781863,1,579000000,25226855,14941307,15738258,9207277,55463317,32431207,828465578,474378940,9588600,18823132
102,879823202,1231927338,1,579000000,32633459,19946315,20661183,12405291,72279799,43568242,745619020,557225498,8629740,19781992
103,852340576,1335034582,1,579000000,44564249,27008195,28512433,16950751,100440009,59643270,671057117,631787400,7766767,20644966
104,854589098,1442139286,1,579000001,61926482,36919285,42631793,24044645,139089327,81860600,603951406,698893112,6990089,21421643
105,880862311,1555531226,1,579000000,85161298,50468799,56580914,32860900,189272753,111792623,543556266,759288252,6291079,22120652
106,964237245,1686482747,1,579000000,126106851,71350349,80254367,45851877,263013413,153886882,489200640,813643879,5661973,22749760
107,1097282588,1840273739,2,579000000,175843394,99547841,108054479,62833701,368008365,213012297,440280574,862563943,5095774,23315957
108,1289014072,2025366933,1,579000000,254480559,141187556,147040536,86087025,486654259,288674816,396252518,906592001,4586199,23825535
109,1605925986,2265721670,1,579000000,356069196,198394785,219855008,122670710,669246932,395154767,356627267,946217253,4127582,24284155
110,1937516276,2549359992,2,579000000,450356314,266475215,319229468,174996201,843251129,522311683,320964540,981879979,3714823,24696914
111,2513565108,2935561734,2,579000000,610683155,362851465,426745949,241779005,1183924576,712886435,288868086,1013976433,3343340,25068396
112,3186519500,3417995972,1,579000000,549614838,423919780,609393210,340784064,1764521171,1006026156,259981276,1042863242,3009004,25402730
113,3647080084,3931451056,0,579000000,494653354,478881264,548453891,401723385,2367281587,1377281407,233983149,1068861370,2708103,25703630
114,6452578422,4529099569,1,579000000,445188018,528346600,493608501,456568775,5300759777,1846950068,210584834,1092259685,2437291,25974441
115,5141536778,5100381432,0,579000000,400669216,572865401,444247651,505929625,4104900000,2303050068,189526349,1113318168,2193562,26218170
116,4627383101,5614535110,3,579000000,360602294,612932323,399822886,550354390,3694409999,2713540068,170573713,1132270803,1974206,26437526
117,4162868004,6076933421,0,579000000,324542064,648992553,359840598,590336679,3324969000,3082981068,153516342,1149328174,0,26294947
118,3746581204,6493220220,0,579000000,292087860,681446759,323856539,626320738,2992472099,3415477968,138164706,1164679808,0,26294947
119,3371923084,6867878341,2,579000000,262879074,710655545,291470884,658706392,2693224890,3714725178,124348234,1178496279,0,26294947
120,3034730774,7205070651,1,579000000,236591165,736943453,262323795,687853481,2423902401,3984047667,111913410,1190931103,2,26294947
121,2731257694,7508543727,2,579000000,212932049,760602569,236091414,714085860,2181512161,4226437907,100722068,1202122444,0,26294947
122,2266493078,7746173723,0,579000000,1,746400000,212482272,737695002,1963360945,4444589124,90649859,1212194650,1,26294947
123,2039843770,7972823030,1,579000000,0,746400000,191234044,758943229,1767024850,4640925218,81584874,1221259636,1,26294947
124,4,7877554929,2,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
125,6,7877554929,2,579000000,1,746400000,2,748859982,1,4561000000,0,1216000000,0,26294947
126,3,7877554929,1,579000000,0,746400000,0,748859982,1,4561000000,0,1216000000,1,26294947
127,3,7877554929,1,579000000,0,746400000,0,748859982,1,4561000000,0,1216000000,1,26294947
128,3,7877554929,1,579000000,0,746400000,0,748859982,1,4561000000,0,1216000000,1,26294947
129,3,7877554929,1,579000000,0,746400000,0,748859982,1,4561000000,0,1216000000,1,26294947
130,2,7877554930,1,579000000,0,746400000,0,748859982,0,4561000001,0,1216000000,1,26294947
131,2,7877554930,1,579000000,0,746400000,0,748859982,0,4561000001,0,1216000000,1,26294947
132,0,7877554932,0,579000001,0,746400000,0,748859982,0,4561000001,0,1216000000,0,26294948
