Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
39,1864367,1126953,1864367,1126953,0,0,0,0,0,0,0,0,0,0
40,2537030,1528165,2537030,1528165,0,0,0,0,0,0,0,0,0,0
41,3537636,2095445,3537636,2095445,0,0,0,0,0,0,0,0,0,0
42,4457421,2767596,4457421,2767596,0,0,0,0,0,0,0,0,0,0
43,5851703,3673344,5851703,3673344,0,0,0,0,0,0,0,0,0,0
44,7710203,4869432,7710203,4869432,0,0,0,0,0,0,0,0,0,0
45,10566062,6547172,10566062,6547172,0,0,0,0,0,0,0,0,0,0
46,13921843,8706875,13921843,8706875,0,0,0,0,0,0,0,0,0,0
47,18276597,11535793,18276595,11535793,2,0,0,0,0,0,0,0,0,0
48,26011252,15754032,26011249,15754031,3,1,0,0,0,0,0,0,0,0
49,38018048,22007136,38018041,22007135,7,1,0,0,0,0,0,0,0,0
50,54289772,30827324,54289760,30827321,12,3,0,0,0,0,0,0,0,0
51,74138118,42575630,74138095,42575625,23,5,0,0,0,0,0,0,0,0
52,109072010,60576364,109071962,60576354,48,10,0,0,0,0,0,0,0,0
53,162037379,87451707,162037304,87451685,73,22,0,0,0,0,0,0,2,0
54,241500497,127572159,241500395,127572121,96,37,0,0,2,0,0,0,4,1
55,313564266,175775662,313564111,175775599,139,60,0,0,6,1,2,0,8,2
56,461315738,251909060,461315515,251908964,191,90,0,0,13,2,4,1,15,3
57,415184260,298040655,415183962,298040516,241,127,0,0,24,5,6,1,27,6
58,373665990,339559112,373665566,339558912,310,174,2,0,50,11,12,3,50,12
59,336299664,376925770,336299008,376925469,455,249,4,1,99,22,25,5,73,24
60,302670026,410555800,302669105,410555369,581,337,8,1,180,42,49,11,103,40
61,272403469,440822905,272402194,440822280,789,461,15,3,227,76,100,22,144,63
62,245163706,468063396,245161973,468062499,1073,631,32,7,299,122,139,44,190,93
63,220648195,492579974,220645775,492578696,1466,863,69,14,419,189,206,78,260,134
64,198584578,514645087,198581197,514643274,2030,1187,122,28,550,275,299,127,380,196
65,178727543,534503901,178723076,534501394,2665,1600,170,55,707,382,397,189,528,281
66,160857155,552377246,160850769,552373701,3921,2247,248,96,964,535,553,277,700,390
67,144774526,568463732,144765691,568458778,5449,3119,330,147,1392,762,761,398,903,528
68,130301013,582942170,130289122,582935347,7415,4292,479,226,1794,1036,992,551,1211,718
69,17149,579009623,0,579000000,10732,6048,664,332,2513,1440,1469,794,1771,1009
70,23669,579013396,0,579000000,14398,8306,994,497,3637,2035,1999,1110,2641,1448
71,31893,579018411,0,579000000,19455,11369,1272,691,4985,2827,2701,1536,3480,1988
72,42101,579024949,0,579000000,24700,15113,1737,966,6903,3929,3741,2133,5020,2808
73,58437,579034295,0,579000000,35272,20843,2414,1352,9693,5490,4732,2849,6326,3761
74,83549,579047878,0,579000000,51215,29238,3088,1823,14214,7831,6848,3969,8184,5017
75,112585,579065580,0,579000000,68465,39952,4514,2565,18865,10771,10075,5632,10666,6660
76,148261,579088572,0,579000000,87252,53207,6576,3645,24132,14446,14967,8114,15334,9160
77,211709,579122966,0,579000000,127528,74182,9706,5249,32839,19639,19003,10994,22633,12902
78,295219,579170306,0,579000000,179661,103156,14513,7664,43742,26469,24765,14810,32538,18207
79,420778,579238598,0,579000000,266042,147209,19610,10752,60574,36145,31680,19634,42872,24858
80,568406,579328101,0,579000000,356923,203185,26121,14831,76324,47654,44935,26907,64103,35524
81,797143,579456336,0,579000000,495981,282564,36799,20766,112654,66277,66324,37871,85385,48858
82,1059426,579621549,0,579000000,648743,382752,53785,29612,142485,87816,92483,52702,121930,68667
83,1517601,579868522,0,579000000,938861,536375,74740,41574,196629,119163,133841,74601,173530,96809
84,1978309,580173398,0,579000000,1182965,714758,97401,56582,258135,159118,185343,104207,254465,138733
85,2851808,580639062,0,579000000,1757413,1006241,137687,78828,378530,221484,257553,145427,320625,187082
86,3900280,581257655,0,579000000,2349310,1373892,196617,110771,565978,315662,362841,203943,425534,253387
87,5183917,582066099,0,579000000,2960131,1820260,292094,159218,838100,454440,539036,293347,554556,338834
88,6740241,583103170,0,579000000,3815017,2403998,369441,215066,1096235,623736,710234,403526,749314,456844
89,9296616,584584794,0,579000000,5374596,3270770,493870,292353,1512805,864908,946032,551255,969313,605508
90,13089399,586695067,0,579000000,7545931,4485429,717099,409894,2196593,1224955,1282820,753706,1346956,821083
91,18555430,589697749,0,579000000,10739368,6227029,989597,567656,3263260,1766196,1665614,1009757,1897591,1127111
92,25562679,593768990,1,579000000,14717229,8563916,1246894,755680,4424981,2464533,2354512,1390183,2819062,1594678
93,35133787,599357102,1,579000000,19885918,11695742,1840416,1059922,6021514,3416789,3509165,1973160,3876773,2211489
94,47185219,606761684,1,579000000,25915327,15688835,2416100,1433895,9003368,4914942,4556301,2673590,5294122,3050422
95,65931895,617346504,1,579000000,37877841,21918879,3311026,1959638,11862837,6755230,5828421,3561157,7051769,4151600
96,93039309,632364846,1,579000000,53544114,30570178,4362608,2636412,17509549,9649763,7959293,4822428,9663744,5686065
97,122230890,651292655,1,579000000,67465582,40743560,5559709,3481013,25928140,13943104,10869211,6544819,12408247,7580159
98,163185949,676810280,0,579000001,89864154,54776400,8126070,4817567,33042822,18962792,15208201,8988217,16944702,10265303
99,211946885,709398759,0,579000001,116679616,72713285,11174971,6595551,47343757,26668378,21498310,12461770,15250231,11959774
100,294853269,756618717,0,579000000,168298676,100203003,15636020,9107685,68970385,37993005,28222980,16830227,13725208,13484797
101,385668655,816179222,1,579000000,216095499,133189543,23378976,12997927,92861726,52587138,40979767,23547296,12352686,14857318
102,509722423,895401246,1,579000000,280578396,176322205,31477452,17944918,132160809,74019625,54388348,32021912,11117417,16092586
103,697869244,1006153255,0,579000000,380464302,236365981,42834517,24718866,188725636,104680933,75839112,44183147,10005677,17204328
104,967737399,1160853948,3,579000000,523214503,319611569,60962086,34605072,262253143,146653514,112302556,62778897,9005108,18204896
105,1109155948,1317175760,1,579000000,470893051,371933019,83249823,47797267,379532747,208755058,167375730,90585009,8104596,19105407
106,1278558665,1498170933,3,579000000,423803745,419022324,119679943,67311026,492785316,284509793,234995522,128411924,7294136,19915866
107,1523644798,1719262301,3,579000000,381423370,461402699,167456173,94215076,630370972,380504372,337829559,183494874,6564721,20645280
108,1926930685,2010539373,0,579000000,343281035,499545036,243146362,134069645,891092398,524481100,443502642,252141840,5908248,21301752
109,2493424863,2393029254,1,579000000,308952930,533873140,307531518,180559229,1246816474,724798669,624806517,352905639,5317423,21892577
110,3441765639,2941792557,2,579000000,278057636,564768433,393394315,240466369,1834316380,1027525705,931211625,507607731,4785681,22424319
111,6486521609,3573110498,1,579000000,250251875,592574196,569320248,333622141,4824551909,1444282381,838090463,600728893,4307113,22902887
112,5600672729,4195407470,1,579000000,225226688,617599384,512388224,390554166,4104899998,1900382381,754281417,684537940,3876401,23333599
113,5040605459,4755474743,1,579000000,202704021,640122053,461149402,441792989,3694409998,2310872381,678853276,759966081,3488761,23721239
114,4536544906,5259535289,2,579000000,182433618,660392455,415034459,487907929,3324968996,2680313381,610967946,827851409,3139885,24070115
115,4082890415,5713189781,1,579000000,164190255,678635817,373531013,529411375,2992472098,3012810281,549871151,888948204,2825897,24384104
116,3674601374,6121478822,2,579000000,147771228,695054843,336177912,566764476,2693224888,3312057491,494884037,943935319,2543307,24666693
117,3307141238,6488938960,1,579000000,132994107,709831966,302560123,600382268,2423902398,3581379979,445395632,993423723,2288977,24921024
118,2976427109,6819653084,0,579000000,119694695,723131377,272304108,630638280,2181512159,3823770219,400856069,1037963286,2060078,25149922
119,2678784400,7117295795,4,579000000,107725226,735100846,245073696,657868691,1963360943,4041921435,360770462,1078048893,1854069,25355930
120,2410905955,7385174235,0,579000000,96952704,745873369,220566327,682376061,1767024849,4238257529,324693414,1114125939,1668661,25541337
121,2169815359,7626264829,0,579000000,87257434,755568639,198509694,704432693,1590322363,4414960014,292224072,1146595280,1501796,25708203
122,1874302136,7825351985,1,579000000,0,746400000,178658727,724283663,1431290127,4573992251,263001665,1175817688,1351616,25858383
123,398710808,7856660934,4,579000000,1,746400000,160792853,742149536,0,4561000000,236701496,1202117854,1216454,25993544
124,358839728,7896532015,1,579000000,0,746400000,144713568,758228821,2,4561000000,213031348,1225788004,1094809,26115190
125,985331,7877484653,1,579000000,0,746400000,0,748859982,1,4561000000,0,1216000000,985329,26224671
126,886802,7877583186,1,579000000,2,746400000,0,748859982,1,4561000000,2,1216000000,886796,26323204
127,3,7877554929,2,579000000,0,746400000,1,748859982,0,4561000000,0,1216000000,0,26294947
128,1,7877554929,0,579000000,0,746400000,1,748859982,0,4561000000,0,1216000000,0,26294947
129,1,7877554929,0,579000000,0,746400000,1,748859982,0,4561000000,0,1216000000,0,26294947
130,1,7877554929,0,579000000,0,746400000,1,748859982,0,4561000000,0,1216000000,0,26294947
131,1,7877554929,0,579000000,0,746400000,1,748859982,0,4561000000,0,1216000000,0,26294947
132,1,7877554929,0,579000000,0,746400000,1,748859982,0,4561000000,0,1216000000,0,26294947
133,0,7877554930,0,579000000,0,746400000,0,748859983,0,4561000000,0,1216000000,0,26294947
