Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
39,1202380,692653,1202380,692653,0,0,0,0,0,0,0,0,0,0
40,1601571,942749,1601571,942749,0,0,0,0,0,0,0,0,0,0
41,2133293,1275875,2133293,1275875,0,0,0,0,0,0,0,0,0,0
42,2718669,1688881,2718669,1688881,0,0,0,0,0,0,0,0,0,0
43,3608218,2251102,3608218,2251102,0,0,0,0,0,0,0,0,0,0
44,4650271,2962642,4650271,2962642,0,0,0,0,0,0,0,0,0,0
45,6194160,3929898,6194160,3929898,0,0,0,0,0,0,0,0,0,0
46,8161425,5195985,8161425,5195985,0,0,0,0,0,0,0,0,0,0
47,11654513,7089435,11654513,7089435,0,0,0,0,0,0,0,0,0,0
48,16642643,9793282,16642643,9793282,0,0,0,0,0,0,0,0,0,0
49,23526039,13594462,23526039,13594462,0,0,0,0,0,0,0,0,0,0
50,34950282,19391278,34950282,19391278,0,0,0,0,0,0,0,0,0,0
51,49237957,27331982,49237955,27331982,0,0,0,0,0,0,2,0,0,0
52,67239357,37987076,67239351,37987075,0,0,0,0,2,0,4,1,0,0
53,92467570,52699047,92467555,52699045,0,0,0,0,7,1,8,1,0,0
54,122722968,71821341,122722936,71821335,2,0,2,0,14,3,14,3,0,0
55,181139112,101765745,181139050,101765731,3,1,3,1,32,6,24,6,0,0
56,267361358,145963684,267361236,145963659,6,1,8,1,65,13,43,10,0,0
57,386925407,209274851,386925177,209274799,13,3,18,3,113,26,84,20,2,0
58,348233026,247967413,348232659,247967316,22,5,35,7,197,48,109,36,4,1
59,313409936,282790759,313409392,282790582,49,10,62,14,279,93,147,59,7,1
60,282069226,314131811,282068453,314131521,72,22,138,30,358,147,190,88,15,3
61,253862652,342338819,253861607,342338367,94,36,179,57,474,221,269,132,29,6
62,228477002,367725232,228475445,367724527,138,59,260,100,694,335,402,198,63,13
63,205630142,390573144,205627900,390572072,189,89,378,162,1022,504,572,291,81,26
64,185068388,411136472,185065108,411134862,274,134,555,253,1499,750,845,431,107,42
65,166563241,429643734,166558596,429641373,378,194,723,364,2234,1121,1170,618,140,64
66,149908888,446300550,149902735,446297232,538,281,1031,531,2890,1565,1502,847,192,94
67,134921111,461292216,134912462,461287506,733,397,1384,748,4252,2266,2001,1159,279,140
68,121432535,474785211,121421214,474778752,1015,559,1792,1023,5398,3084,2762,1600,354,193
69,109293925,486929626,109279091,486920873,1446,794,2518,1429,6905,4136,3507,2131,458,263
70,98371521,497860764,98351182,497848782,1884,1084,3646,2025,8999,5522,5193,2991,617,360
71,88542699,507700000,88516062,507683901,2620,1503,4646,2731,11383,7243,7192,4140,796,482
72,79699657,516557077,79664455,516535507,3528,2058,6300,3725,14671,9488,9685,5662,1018,637
73,71746476,524531238,71698008,524501952,4886,2838,8060,4952,20599,12804,13504,7827,1419,865
74,64597206,531712230,64528206,531671753,6557,3866,11395,6794,29613,17632,19544,11025,1891,1160
75,58172032,538180587,58075386,538124574,8765,5238,16984,9615,42003,24431,26502,15208,2392,1521
76,52399233,544008890,52267847,543932112,11424,6998,23845,13453,56149,33218,36954,21133,3014,1976
77,47215469,549262854,47041062,549158897,16040,9580,31305,18299,72365,44291,50465,29130,4232,2657
78,42565387,554002267,42336955,553863003,22675,13244,41098,24660,93960,58735,65283,39143,5416,3482
79,38409704,558284019,38103258,558096699,31183,18205,53953,33011,123351,77827,91031,53740,6928,4537
80,34714509,562161433,34292931,561907024,39889,24279,77304,45593,160159,102448,134799,76061,9427,6028
81,31449444,565684481,30863636,565336318,57345,33629,111875,63898,211025,135185,193141,107496,12422,7955
82,28592322,568901380,27777271,568422681,72531,44594,152777,88108,286151,180344,285078,154623,18514,11030
83,26169312,571869667,24999543,571200408,94523,59158,206433,120619,423732,250508,420776,224182,24305,14792
84,24048173,574610546,22499589,573700363,126814,79046,274969,163557,546106,334068,568554,313723,32141,19789
85,22334443,577188135,20249628,575950321,182308,108771,380778,224381,719549,445692,754585,431300,47595,27670
86,21245856,579707795,18224664,577975284,256835,150191,499885,301755,1065509,622126,1128256,619041,70707,39398
87,20519370,582181906,16402198,579797751,381554,213476,641853,399732,1506204,865488,1486591,849657,100970,55802
88,5634132,582278039,0,579000000,489917,288260,876515,538629,2049644,1189623,2072902,1182058,145154,79469
89,7732251,583506837,0,579000000,687844,398982,1150689,716737,2985921,1679898,2691458,1595810,216339,115410
90,10493221,585163611,0,579000000,896399,537101,1571381,965746,3934252,2290221,3817564,2213769,273625,156774
91,14738475,587536576,0,579000000,1198306,724628,2311817,1347277,5297077,3122708,5524779,3117768,406496,224195
92,21050231,590956824,0,579000000,1521370,955182,3456629,1922457,7793060,4408838,7677233,4346479,601939,323868
93,28660720,595490725,0,579000000,2179819,1309965,4637414,2649732,10155916,5973685,10926239,6118384,761332,438959
94,41364619,602249289,0,579000000,2840740,1747673,6577709,3714482,14648894,8366419,16232020,8810609,1065256,610106
95,56852339,611291797,0,579000000,3974763,2386271,9203530,5193152,18457606,11149708,23802633,12732265,1413807,830401
96,81071377,624453098,0,579000000,5542410,3275028,11596448,6941822,26446058,15454022,35589697,18654360,1896764,1127866
97,106791078,641016946,1,579000000,7036644,4341388,16337074,9576535,33448976,20510509,47405475,26057017,2562908,1531497
98,149267822,664985018,1,579000000,9778123,5906338,22937253,13268714,45517367,27708728,67239925,36941315,3795153,2159923
99,201401780,696676985,1,579000000,14150898,8221797,32534198,18535107,64561833,38159516,85045056,49797588,5109794,2962977
100,276948423,740738868,2,579000000,20750876,11640654,43647878,25380302,85376568,51433428,120219691,69221879,6953408,4062605
101,384737101,802304591,1,579000000,28437000,16156045,57510443,34301929,110852937,68474591,179175426,98988274,8761294,5383752
102,511107590,881989351,1,579000000,38424076,22207438,73291308,45435950,146059828,91132932,241241792,136901794,12090585,7311237
103,752159157,1006140693,1,579000000,49705385,29830775,108529766,63406979,218388654,127472617,359546763,196633261,15988588,9797061
104,1045793442,1173569159,1,579000000,65968989,40109849,159148047,89627770,300328074,175256054,497900353,276165004,22447978,13410482
105,1368379690,1384939901,1,579000000,98636831,56522934,205873914,121202742,404361716,238805473,639304048,373753472,20203180,15655280
106,1915088189,1692664488,1,579000000,143220677,79998499,269283077,162789272,592956014,336499263,891445558,516701856,18182862,17675598
107,2244260172,2014343509,1,579000001,209331340,114428749,392291583,227201784,823971673,468372679,802301002,605846412,16364573,19493884
108,2825529656,2440193401,0,579000000,290886830,160984039,565841373,319625679,1232002435,673376829,722070901,686076512,14728117,21130342
109,3329978539,2919496830,0,579000000,404216335,225677270,509257234,376209817,1753385851,957722987,649863812,758283602,13255307,22603154
110,6362358963,3530834980,1,579000000,534535676,308784147,458331510,427135540,4772684569,1368716626,584877430,823269983,11929777,23928684
111,5535606953,4145902420,1,579000000,481082109,362237715,412498358,472968691,4104899999,1824816626,526389688,881757726,10736798,25121662
112,4982046261,4699463117,2,579000000,432973900,410345927,371248521,514218527,3694409999,2235306626,473750721,934396695,9663118,26195342
113,4483841637,5197667744,1,579000000,389676511,453643317,334123671,551343379,3324968998,2604747626,426375650,981771768,8696806,27161654
114,4027630350,5644315521,2,579000000,350708859,492610968,300711306,584755747,2992472098,2937244526,383738085,1024409333,0,26294947
115,3624867316,6047078556,1,579000000,315637973,527681854,270640177,614826878,2693224887,3236491735,345364278,1062783142,0,26294947
116,3262380584,6409565286,2,579000000,284074176,559245651,243576159,641890895,2423902397,3505814224,310827850,1097319569,0,26294947
117,2936142519,6735803346,0,579000000,255666757,587653069,219218541,666248511,2181512156,3748204464,279745065,1128402355,0,26294947
118,2642528263,7029417597,0,579000000,230100079,613219744,197296687,688170365,1963360939,3966355680,251770557,1156376861,1,26294947
119,2378275434,7293670424,0,579000000,207090070,636229752,177567017,707900034,1767024845,4162691774,226593501,1181553917,1,26294947
120,2140447889,7531497967,2,579000000,186381062,656938759,159810314,725656736,1590322360,4339394258,203934151,1204213267,0,26294947
121,1926403101,7745542756,1,579000000,167742956,675576866,143829282,741637767,1431290123,4498426494,183540737,1224606682,2,26294947
122,1568576130,7911222310,2,579000000,150968660,692351161,129446356,756020696,1288161110,4641555506,2,1216000000,0,26294947
123,135871797,7838602956,1,579000000,135871793,707448027,2,748859982,1,4561000000,0,1216000000,0,26294947
124,122284618,7852190136,1,579000000,122284613,721035207,2,748859982,2,4561000000,0,1216000000,0,26294947
125,110056154,7864418597,2,579000000,110056151,733263668,0,748859982,0,4561000000,0,1216000000,1,26294947
126,99050536,7875424212,0,579000000,99050535,744269283,0,748859982,0,4561000000,0,1216000000,1,26294947
127,89145483,7885329266,1,579000000,89145481,754174337,0,748859982,0,4561000000,1,1216000000,0,26294947
128,2,7877554929,1,579000000,0,746400000,0,748859982,0,4561000000,1,1216000000,0,26294947
129,3,7877554929,1,579000000,0,746400000,0,748859982,1,4561000000,1,1216000000,0,26294947
130,3,7877554929,1,579000000,0,746400000,0,748859982,1,4561000000,1,1216000000,0,26294947
131,4,7877554929,1,579000000,0,746400000,0,748859982,2,4561000000,1,1216000000,0,26294947
132,3,7877554929,1,579000000,0,746400000,0,748859982,1,4561000000,1,1216000000,0,26294947
133,1,7877554931,0,579000001,0,746400000,0,748859982,1,4561000000,0,1216000001,0,26294947
134,1,7877554931,0,579000001,0,746400000,0,748859982,1,4561000000,0,1216000001,0,26294947
135,1,7877554931,0,579000001,0,746400000,0,748859982,1,4561000000,0,1216000001,0,26294947
136,1,7877554931,0,579000001,0,746400000,0,748859982,1,4561000000,0,1216000001,0,26294947
137,1,7877554931,0,579000001,0,746400000,0,748859982,1,4561000000,0,1216000001,0,26294947
138,0,7877554932,0,579000001,0,746400000,0,748859982,0,4561000001,0,1216000001,0,26294947
