Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
102,910509274,1352671682,0,579000000,406554789,469673981,29341102,16132894,367783462,206379522,98696097,56462526,8133824,25022759
103,1057037745,1503117458,1,579000000,365899310,510329460,43307466,23292123,512837256,288615903,127673272,76043831,7320440,25836141
104,1264992963,1687235981,0,579000000,329309378,546919391,58101299,32404014,697868934,398978480,173124956,103365911,6588396,26568185
105,1560814811,1919865874,2,579000000,296378440,579850329,86873061,46859617,922861876,542460331,254701432,145400650,0,26294947
106,2122390603,2255361674,2,579000000,266740594,609488173,127807647,67952396,1366573853,768746060,361268507,203880098,0,26294947
107,2905193699,2716361276,0,579000000,240066532,636162232,188644084,99137462,2003943878,1098910299,472539204,276856336,1,26294947
108,6281430114,3339512983,1,579000000,216059878,660168886,261234325,140865533,5149763625,1551801610,654372284,381382007,1,26294947
109,5638846077,4037641191,1,579000000,194453889,681774874,389343635,205547151,4104899998,2007901610,950148554,537122609,0,26294947
110,5241289064,4643107698,0,579000000,175008500,701220263,516736867,286063413,3694409997,2418391610,855133700,632137465,0,26294947
111,4717160162,5167236605,1,579000000,157507652,718721113,465063181,337737100,3324968998,2787832610,769620329,717650835,1,26294947
112,4245444144,5638952621,1,579000000,141756886,734471878,418556862,384243418,2992472099,3120329510,692658295,794612868,1,26294947
113,3820899730,6063497035,2,579000000,127581198,748647567,376701175,426099104,2693224889,3419576720,623392466,863878697,0,26294947
114,3323986674,6430581322,0,579000000,0,746400000,339031057,463769222,2423902398,3688899209,561053219,926217944,0,26294947
115,2991588008,6762979990,2,579000000,0,746400000,305127949,497672328,2181512159,3931289449,504947898,982323266,0,26294947
116,2692429205,7062138790,1,579000000,1,746400000,274615152,528185123,1963360942,4149440664,454453108,1032818056,1,26294947
117,2423186283,7331381711,1,579000000,1,746400000,247153636,555646638,1767024846,4345776759,409007798,1078263367,1,26294947
118,2180867650,7573700337,3,579000000,0,746400000,222438270,580362001,1590322359,4522479243,368107018,1119164146,0,26294947
119,1962780882,7791787102,1,579000000,0,746400000,200194442,602605828,1431290123,4681511479,331296314,1155974848,2,26294947
120,478341680,7724424700,1,579000000,1,746400000,180174997,622625273,0,4561000000,298166681,1189104480,0,26294947
121,430507513,7772258868,2,579000000,0,746400000,162157497,640642773,0,4561000000,268350013,1218921148,1,26294947
122,145941748,7785553469,0,579000000,2,746400000,145941746,656858522,0,4561000000,0,1216000000,0,26294947
123,131347573,7800147644,0,579000000,0,746400000,131347572,671452697,0,4561000000,0,1216000000,1,26294947
124,118212817,7813282401,0,579000000,1,746400000,118212814,684587454,0,4561000000,1,1216000000,1,26294947
125,106391535,7825103683,1,579000000,1,746400000,106391531,696408736,0,4561000000,1,1216000000,1,26294947
126,95752379,7835742836,1,579000000,1,746400000,95752376,707047889,0,4561000000,1,1216000000,0,26294947
127,86177142,7845318073,1,579000000,1,746400000,86177138,716623126,1,4561000000,1,1216000000,0,26294947
128,77559428,7853935787,1,579000000,1,746400000,77559423,725240840,1,4561000000,1,1216000000,1,26294947
129,69803484,7861691730,1,579000001,1,746400000,69803479,732996782,1,4561000000,1,1216000000,1,26294947
130,62823132,7868672078,0,579000000,0,746400001,62823130,739977130,1,4561000000,0,1216000000,1,26294947
131,56540819,7874954391,0,579000000,0,746400001,56540816,746259443,1,4561000000,1,1216000000,1,26294947
132,50886738,7880608473,0,579000000,0,746400001,50886735,751913525,1,4561000000,1,1216000000,1,26294947
133,3,7877554931,1,579000000,0,746400001,0,748859982,0,4561000001,1,1216000000,1,26294947
134,2,7877554931,1,579000000,0,746400000,0,748859982,0,4561000001,1,1216000000,0,26294948
135,2,7877554931,1,579000000,0,746400000,0,748859982,0,4561000001,1,1216000000,0,26294948
136,2,7877554931,1,579000000,0,746400000,0,748859982,0,4561000001,1,1216000000,0,26294948
137,1,7877554932,1,579000000,0,746400000,0,748859982,0,4561000001,0,1216000001,0,26294948
138,1,7877554932,1,579000000,0,746400000,0,748859982,0,4561000001,0,1216000001,0,26294948
139,0,7877554933,0,579000001,0,746400000,0,748859982,0,4561000001,0,1216000001,0,26294948
