Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
101,1756926996,1666218619,1,579000000,289237646,168795896,569984328,356779395,56684428,32191435,828357840,510677597,12662753,18774296
102,1777304125,1890928776,3,579000000,431079782,240411136,512985894,413777828,76319912,44185860,745522056,593513381,11396478,20040571
103,1877589151,2138163050,0,579000000,623858655,342490828,461687303,465076417,110816511,62349999,670969852,668065587,10256830,21180219
104,1744085997,2339485906,2,579000000,561472790,404876693,415518573,511245148,153990621,86995591,603872865,735162572,9231146,22205902
105,1645810360,2532927747,1,579000000,505325511,461023972,373966715,552797005,214724520,121427894,543485579,795549859,8308034,23129017
106,1587389126,2724048735,0,579000000,454792958,511556524,336570045,590193677,299411869,169440296,489137022,849898417,7477232,23959821
107,1601111444,2925902956,0,579000000,409313663,557035820,302913039,623850682,441931914,242496791,440223320,898812119,6729508,24707544
108,1617065970,3130030517,2,579000000,368382295,597967186,272621735,654141985,573804395,330706400,396200986,942834451,6056557,25380495
109,1785870694,3374364946,2,579000000,331544064,634805415,245359559,681404159,846935280,470714671,356580889,982454550,5450900,25986151
110,1969094366,3643404702,1,579000000,298389657,667959822,220823602,705940115,1124052495,645860885,320922800,1018112639,4905811,26531241
111,2258755824,3962333794,3,579000000,268550692,697798788,198741242,728022475,1502633367,881012665,288830520,1050204919,0,26294947
112,2782994805,4375738016,4,579000000,241695621,724653857,178867118,747896599,2102484593,1218804642,259947467,1079087971,2,26294947
113,5531224791,4871013901,2,579000000,217526059,748823419,160980406,765783311,4918765604,1646029506,233952720,1105082718,0,26294947
114,4315457450,5331162426,1,579000000,1,746400000,0,748859982,4104900001,2102129507,210557447,1128477990,0,26294947
115,3883911704,5762708170,1,579000000,1,746400000,0,748859982,3694410000,2512619507,189501701,1149533734,1,26294947
116,3495520536,6151099340,3,579000000,0,746400000,1,748859982,3324969000,2882060507,170551531,1168483904,1,26294947
117,3145968480,6500651394,0,579000000,1,746400000,1,748859982,2992472100,3214557407,153496377,1185539058,1,26294947
118,2831371632,6815248241,0,579000000,1,746400000,1,748859982,2693224890,3513804617,138146739,1200888695,1,26294947
119,2548234467,7098385404,1,579000000,1,746400000,1,748859982,2423902399,3783127106,124332065,1214703369,0,26294947
120,2293411018,7353208851,1,579000000,0,746400000,0,748859982,2181512158,4025517346,111898859,1227136576,0,26294947
121,1963360944,7560223490,1,579000000,1,746400000,0,748859982,1963360942,4243668561,0,1216000000,0,26294947
122,1767024849,7756559585,1,579000000,1,746400000,0,748859982,1767024846,4440004656,1,1216000000,0,26294947
123,1590322363,7933262069,1,579000000,1,746400000,0,748859982,1590322361,4616707140,0,1216000000,0,26294947
124,2,7877554929,1,579000000,1,746400000,0,748859982,0,4561000000,0,1216000000,0,26294947
125,0,7877554930,0,579000001,0,746400000,0,748859982,0,4561000000,0,1216000000,0,26294947
