Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
40,675302209,688010854,75932557,582028453,7413,1278,132708209,25657181,2923448,542129,463730579,79781813,3,0
41,1702448409,874143335,1,579000000,19752,3473,300982216,59099649,7472333,1372388,1393974100,234667824,7,1
42,1850627871,1079768654,1,579000000,55108,9596,736804455,140966811,19368287,3524420,1094400000,356267824,20,3
43,1700159752,1268675293,1,579000000,129946,24035,663124010,214647256,51945744,9296169,984960000,465707824,51,9
44,1640740931,1450979841,2,579000000,381260,66397,596811610,280959657,157083932,26749940,886464001,564203824,126,23
45,1726105703,1642769364,2,579000000,960776,173150,537130449,340640819,390196486,70105105,797817601,652850224,389,66
46,2187309107,1885803708,1,579000000,2559508,457540,483417404,394353863,983295130,179360119,718035841,732631984,1223,202
47,3353089025,2258369155,1,579000000,6265675,1153726,435075664,442695604,2265511949,431083669,646232258,804435568,3478,588
48,6862537239,3020873292,1,579000000,17142887,3058491,391568097,486203170,5872206890,1083551101,581609033,869058794,10331,1736
49,5024913104,3579196970,2,579000000,44125790,7961356,352411289,525359980,4104900000,1539651101,523448130,927219697,27893,4836
50,4593959300,4089636893,0,579000000,111196993,20316578,317170160,560601109,3694410001,1950141102,471103318,979564510,78828,13594
51,4308869555,4568400177,1,579000000,274211784,50784554,285453146,592318125,3324969001,2319582102,423992986,1026674842,242637,40554
52,4445941647,5062393693,1,579000000,814408987,141274441,256907834,620863440,2992472101,2652079002,381593689,1069074141,559035,102669
53,3941135594,5500297648,1,579000000,671760000,215914441,231217051,646554224,2693224891,2951326212,343434320,1107233510,1499331,269261
54,3549289030,5894663095,2,579000000,604584001,283090441,208095347,669675929,2423902402,3220648701,309090888,1141576942,3616390,671082
55,3199502638,6250163389,0,579000000,544125601,343548842,187285814,690485464,2181512162,3463038941,278181799,1172486031,8397262,1604111
56,2897841614,6572145790,0,579000000,489713041,397961402,168557233,709214045,1963360946,3681190157,250363620,1200304211,25846774,4475975
57,2608057458,6861929952,1,579000000,440741738,446932706,151701510,726069768,1767024851,3877526252,225327260,1225340573,23262098,7060653
58,2144457183,7090862400,1,579000000,396667565,491006880,136531360,741239920,1590322367,4054228737,1,1216000000,20935889,9386863
59,1930011466,7305308118,1,579000000,357000808,530673636,122878224,754893056,1431290131,4213260974,1,1216000000,18842301,11480452
60,1626419920,7479988368,2,579000000,321300727,566373717,1,748859982,1288161118,4356389987,1,1216000000,16958071,13364682
61,1463777927,7642630360,0,579000000,289170655,598503790,0,748859982,1159345007,4485206099,0,1216000000,15262265,15060489
62,1317400139,7789008152,2,579000000,260253590,627420855,1,748859982,1043410507,4601140600,0,1216000000,13736039,16586715
63,246590671,7776266515,1,579000000,234228231,653446214,1,748859982,1,4561000000,1,1216000000,12362436,17960319
64,221931603,7800925582,0,579000000,210805408,676869037,1,748859982,1,4561000000,1,1216000000,11126192,19196563
65,199738445,7823118742,2,579000000,189724868,697949578,0,748859982,1,4561000000,1,1216000000,10013573,20309182
66,179764601,7843092587,0,579000000,170752381,716922065,2,748859982,0,4561000000,1,1216000000,9012217,21310540
67,161788140,7861069046,0,579000000,153677144,733997303,1,748859982,0,4561000000,0,1216000000,8110995,22211761
68,145609327,7877247861,0,579000000,138309430,749365018,1,748859982,0,4561000000,0,1216000000,7299896,23022861
69,6569908,7875012833,0,579000000,0,746400000,1,748859982,0,4561000000,0,1216000000,6569907,23752851
70,5912917,7875669823,0,579000000,0,746400000,1,748859982,0,4561000000,0,1216000000,5912916,24409841
71,5321626,7876261115,0,579000000,0,746400000,1,748859982,0,4561000000,0,1216000000,5321625,25001133
72,4789465,7876793277,1,579000000,0,746400000,0,748859982,2,4561000000,0,1216000000,4789462,25533295
73,4310520,7877272224,1,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,4310517,26012242
74,3879468,7877703275,1,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,3879465,26443293
75,3,7877554929,1,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
76,3,7877554929,1,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
77,3,7877554930,1,579000001,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
78,2,7877554929,0,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
79,1,7877554931,0,579000000,1,746400000,0,748859983,0,4561000001,0,1216000000,0,26294947
80,1,7877554931,0,579000000,1,746400000,0,748859983,0,4561000001,0,1216000000,0,26294947
81,1,7877554931,0,579000000,1,746400000,0,748859983,0,4561000001,0,1216000000,0,26294947
82,1,7877554931,0,579000000,1,746400000,0,748859983,0,4561000001,0,1216000000,0,26294947
83,1,7877554931,0,579000000,1,746400000,0,748859983,0,4561000001,0,1216000000,0,26294947
84,1,7877554931,0,579000000,1,746400000,0,748859983,0,4561000001,0,1216000000,0,26294947
85,0,7877554932,0,579000000,0,746400001,0,748859983,0,4561000001,0,1216000000,0,26294947
