Day,SickPopAll,DeadPopAll,NASickPop,NADeadPop,SASickPop,SADeadPop,EUSickPop,EUDeadPop,AISickPop,AIDeadPop,AFSickPop,AFDeadPop,AUSickPop,AUDeadPop
95,4807407761,4182263177,1,579000000,325383573,480378918,550480903,340168083,3185116411,2076155773,728064126,693983082,18362747,12577321
96,4567037377,4422633566,1,579000000,309114395,496648097,522956859,367692128,3025860590,2235411594,691660920,730386288,17444612,13495459
97,4338685513,4650985435,2,579000000,293658675,512103817,496809018,393839971,2874567562,2386704624,657077875,764969334,16572381,14367689
98,4121751244,4867919711,2,579000000,278975743,526786751,471968568,418680422,2730839185,2530433002,624223984,797823228,15743762,15196308
99,3915663685,5074007274,1,579000000,265026956,540735538,448370141,442278851,2594297225,2666974961,593012786,829034427,14956576,15983497
100,3719880504,5269790458,1,579000000,251775609,553986886,425951635,464697358,2464582365,2796689822,563362147,858685067,14208747,16731325
101,3533886486,5455784484,1,579000000,239186829,566575666,404654054,485994940,2341353249,2919918941,535194040,886853174,13498313,17441763
102,3357192161,5632478808,0,579000000,227227488,578535008,384421351,506227642,2224285586,3036986603,508434338,913612876,12823398,18116679
103,3189332561,5800338416,1,579000000,215866115,589896382,365200283,525448710,2113071308,3148200882,483012622,939034593,12182232,18757849
104,3029865936,5959805044,1,579000000,205072810,600689688,346940269,543708724,2007417743,3253854448,458861991,963185224,11573122,19366960
105,2878372644,6111298341,3,579000000,194819171,610943328,329593256,561055737,1907046856,3354225335,435918891,986128324,10994467,19945617
106,2734454013,6255216973,0,579000000,185078213,620684287,313113595,577535400,1811694514,3449577678,414122947,1007924268,10444744,20495340
107,2597731320,6391939675,2,579000000,175824305,629938198,297457917,593191080,1721109790,3540162404,393416800,1028630416,9922506,21017577
108,2467844754,6521826240,3,579000000,167033089,638729413,282585021,608063976,1635054300,3626217893,373745960,1048301256,9426381,21513702
109,2344452516,6645218478,1,579000000,158681435,647081068,268455770,622193227,1553301586,3707970608,355058662,1066988554,8955062,21985021
110,2227229899,6762441105,1,579000000,150747364,655015139,255032984,635616016,1475636509,3785635688,337305731,1084741487,8507310,22432775
111,2115868403,6873802599,0,579000000,143209996,662552508,242281334,648367665,1401854683,3859417513,320440446,1101606773,8081944,22858140
112,2010074986,6979596019,0,579000000,136049496,669713007,230167268,660481732,1331761949,3929510247,304418425,1117628796,7677848,23262237
113,1909571244,7080099769,0,579000000,129247021,676515482,218658905,671990095,1265173853,3996098345,289197505,1132849717,7293960,23646130
114,1814092689,7175578330,1,579000000,122784671,682977833,207725962,682923040,1201915160,4059357037,274737632,1147309592,6929263,24010828
115,1723388055,7266282966,1,579000000,116645438,689117067,197339664,693309339,1141819402,4119452795,261000751,1161046474,6582799,24357291
116,1637218655,7352452369,2,579000000,110813166,694949339,187472681,703176322,1084728433,4176543765,247950714,1174096512,6253659,24686431
117,1555357721,7434313301,0,579000000,105272507,700489997,178099048,712549956,1030492011,4230780187,235553178,1186494047,5940977,24999114
118,1477589848,7512081188,1,579000000,100008886,705753623,169194097,721454908,978967413,4282304788,223775522,1198271706,5643929,25296163
119,1403710359,7585960681,1,579000000,95008443,710754067,160734392,729914613,930019042,4331253158,212586747,1209460483,5361734,25578360
120,1333524844,7656146198,1,579000000,90258022,715504489,152697673,737951333,883518090,4377754110,201957411,1220089820,5093647,25846446
121,1074989068,7708634750,2,579000000,85745122,720017390,145062790,745586216,839342187,4421930015,1,1216000000,4838966,26101129
122,1021239617,7762384203,1,579000000,81457866,724304646,137809652,752839356,797375078,4463897124,1,1216000000,4597019,26343077
123,834891301,7802298347,1,579000000,77384974,728377540,1,748859982,757506325,4503765878,0,1216000000,0,26294947
124,793146738,7844042912,1,579000000,73515725,732246788,2,748859982,719631009,4541641195,0,1216000000,1,26294947
125,753489400,7883700249,1,579000000,69839939,735922575,1,748859982,683649459,4577622745,0,1216000000,0,26294947
126,66347948,7870569501,2,579000000,66347942,739414572,2,748859982,0,4561000000,1,1216000000,1,26294947
127,63030547,7873886898,1,579000000,63030546,742731969,0,748859982,0,4561000000,0,1216000000,0,26294947
128,59879019,7877038425,1,579000000,59879018,745883496,0,748859982,0,4561000000,0,1216000000,0,26294947
129,56885069,7880032376,0,579000000,56885067,748877447,1,748859982,0,4561000000,1,1216000000,0,26294947
130,4,7877554929,2,579000000,0,746400000,1,748859982,0,4561000000,1,1216000000,0,26294947
131,2,7877554929,0,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
132,2,7877554929,0,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
133,2,7877554929,0,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
134,2,7877554929,0,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
135,2,7877554929,0,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
136,2,7877554929,0,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
137,2,7877554929,0,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
138,2,7877554929,0,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
139,2,7877554929,0,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
140,2,7877554929,0,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
141,2,7877554929,0,579000000,0,746400000,1,748859982,1,4561000000,0,1216000000,0,26294947
142,1,7877554930,0,579000000,0,746400000,0,748859983,1,4561000000,0,1216000000,0,26294947
143,1,7877554930,0,579000000,0,746400000,0,748859983,1,4561000000,0,1216000000,0,26294947
144,0,7877554931,0,579000000,0,746400000,0,748859983,0,4561000001,0,1216000000,0,26294947
